City,State,White,Native American,Hispanic,Black,Asian/Pacific Islander
Sweetwater,TN,87.10,0.00,4.50,8.10,2.10
Trenton,TN,72.50,0.00,3.30,21.10,0.50
Tullahoma,TN,89.20,0.20,4.50,3.60,1.30
Union City,TN,72.20,0.00,5.00,21.30,0.00
Waverly,TN,88.10,0.00,6.00,11.70,0.00
White Pine,TN,93.30,0.00,10.20,1.30,0.00
Winchester,TN,83.60,0.50,3.50,10.20,1.00
Woodbury,TN,94.50,0.00,0.40,2.20,0.20
Abernathy,TX,91.70,0.30,44.20,0.40,0.10
Abilene,TX,75.80,1.00,25.80,8.50,2.20
Aledo,TX,90.70,1.00,8.90,1.80,0.30
Alice,TX,95.60,0.10,85.80,0.80,1.30
Alpine,TX,93.90,0.30,52.00,0.10,1.30
Alvarado,TX,95.20,0.50,19.00,0.10,0.00
Amarillo,TX,82.20,0.50,31.50,7.20,4.00
Andrews,TX,90.90,0.10,57.80,1.90,0.30
Anna,TX,86.50,0.90,13.80,7.60,3.60
Athens,TX,76.70,0.50,29.30,16.70,2.70
Atlanta,TX,67.30,0.20,5.20,29.30,0.20
Aubrey,TX,94.10,0.90,7.30,0.30,0.50
Austin,TX,76.50,0.40,32.00,7.50,6.60
Ballinger,TX,87.30,0.20,35.10,2.10,0.00
Bartlett,TX,77.70,0.00,50.90,13.00,0.00
Bastrop,TX,83.30,1.00,27.40,9.20,0.60
Bay City,TX,69.20,0.60,48.30,14.70,0.60
Beaumont,TX,57.50,0.30,13.00,36.80,2.60
Beeville,TX,85.70,0.60,63.70,8.20,0.50
Bellville,TX,84.00,0.30,15.20,10.90,0.00
Belterra,TX,87.20,0.00,14.80,2.80,4.10
Big Lake,TX,38.70,0.00,75.70,0.90,0.00
Big Spring,TX,82.20,1.10,46.00,6.80,1.10
Bishop,TX,93.40,1.10,76.60,0.60,0.20
Boerne,TX,90.90,0.00,24.80,1.20,0.70
Bonham,TX,79.00,0.60,14.90,12.00,1.20
Borger,TX,86.10,1.30,27.70,3.20,1.10
Bowie,TX,95.30,0.00,11.40,0.00,0.00
Brackettville,TX,99.60,0.20,68.30,0.10,0.00
Brady,TX,86.10,0.00,35.10,3.00,0.00
Brazoria,TX,79.00,1.00,24.40,13.00,1.10
Breckenridge,TX,88.60,0.10,33.00,2.00,0.40
Brenham,TX,70.50,1.10,19.90,21.20,3.60
Bridgeport,TX,91.60,0.10,45.60,4.30,0.40
Brookshire,TX,47.40,0.70,44.20,38.80,0.70
Brownfield,TX,89.20,0.30,57.30,6.60,0.00
Brownsville,TX,95.10,0.20,93.70,0.40,0.70
Brownwood,TX,89.60,0.30,26.80,5.30,1.10
Burkburnett,TX,85.90,1.50,10.50,2.90,1.00
Burnet,TX,86.60,1.20,23.50,2.50,0.40
Cactus,TX,64.50,0.00,71.00,15.70,13.60
Caldwell,TX,65.80,0.00,22.50,25.30,0.00
Cameron,TX,74.90,0.20,22.50,18.60,0.10
Canadian,TX,91.90,0.20,44.50,0.20,0.40
Canton,TX,87.20,1.00,3.30,4.10,2.50
Canyon,TX,88.80,0.10,19.30,3.60,0.50
Canyon Lake,TX,86.20,0.40,22.50,0.00,0.00
Carrizo Springs,TX,91.80,0.00,91.50,0.00,0.30
Carthage,TX,68.00,0.20,11.50,27.50,0.20
Castroville,TX,92.60,0.00,43.80,1.30,0.60
Center,TX,58.70,0.10,29.50,38.10,2.60
Childress,TX,85.90,1.40,18.50,2.40,6.90
Cisco,TX,83.00,0.90,12.70,4.70,0.20
Clarksville,TX,54.10,0.70,6.90,44.30,0.00
Cleburne,TX,88.50,0.70,30.70,4.70,2.90
Cleveland,TX,67.70,0.00,30.50,16.90,0.20
Clifton,TX,87.60,0.00,18.40,3.80,0.80
Clyde,TX,92.50,0.00,10.60,2.80,0.30
Coleman,TX,93.20,0.70,23.40,2.30,0.00
College Station--Bryan,TX,73.00,0.30,25.80,11.20,6.60
Colorado City,TX,69.00,0.70,46.90,15.90,0.60
Columbus,TX,70.90,0.20,39.00,12.70,0.10
Comanche,TX,94.40,0.00,43.50,2.80,0.00
Comfort,TX,81.00,3.60,62.30,0.00,0.00
Commerce,TX,59.50,3.50,10.60,23.70,7.10
Conroe--The Woodlands,TX,84.20,0.30,23.30,6.30,4.00
Corpus Christi,TX,88.40,0.50,61.30,3.90,2.20
Corsicana,TX,66.50,2.20,33.80,19.50,3.40
Cotulla,TX,66.40,0.00,86.20,0.60,0.00
Crane,TX,48.50,0.10,64.90,4.60,0.00
Crockett,TX,43.90,0.00,17.60,44.00,0.40
Crystal City,TX,88.00,0.00,98.20,0.50,0.00
Cuero,TX,55.40,0.10,45.10,17.30,0.00
Daingerfield,TX,60.80,0.70,16.60,22.90,0.30
Dalhart,TX,88.00,0.90,39.20,2.00,1.10
Dallas--Fort Worth--Arlington,TX,65.80,0.40,31.10,17.70,7.00
Dayton,TX,74.00,0.20,20.60,18.20,0.90
Decatur,TX,93.30,0.00,25.40,1.00,1.30
Deerwood,TX,84.80,2.90,57.80,0.00,2.50
Del Rio,TX,92.60,0.30,84.50,1.50,0.40
Denton--Lewisville,TX,77.30,0.40,20.40,7.90,8.10
Denton Southwest,TX,97.40,0.10,2.50,1.00,0.60
Denver City,TX,95.00,0.20,69.10,0.80,0.00
Devine,TX,90.50,0.00,70.60,0.20,0.00
Diboll,TX,63.40,0.10,45.90,19.30,0.20
Dilley,TX,67.60,0.10,73.30,9.80,0.70
Dimmitt,TX,91.50,0.10,72.10,0.90,1.80
Dublin,TX,83.50,0.80,42.40,0.80,0.00
Dumas,TX,75.80,0.90,51.80,2.60,8.30
Eagle Lake,TX,50.40,0.00,59.00,22.40,0.00
Eagle Pass,TX,94.50,0.20,96.70,0.30,0.60
Eastland,TX,88.20,0.00,20.60,0.90,0.80
Edna,TX,76.20,0.00,36.90,16.70,0.80
El Campo,TX,85.60,0.20,58.60,8.30,0.00
Electra,TX,87.40,3.20,9.60,1.40,0.00
Elgin,TX,62.50,0.00,46.00,21.00,0.30
El Paso,TX,81.90,0.70,83.30,3.10,1.20
Elroy,TX,17.80,7.70,84.50,0.00,8.80
Emerald Bay,TX,96.30,0.00,1.70,2.70,0.00
Ennis,TX,71.00,3.70,45.80,13.00,0.40
Fabens,TX,75.80,0.20,96.60,0.20,0.00
Fairfield,TX,73.00,0.20,20.50,20.30,1.60
Falfurrias,TX,85.40,1.60,94.50,1.50,0.00
Farmersville,TX,84.00,0.20,10.80,12.70,1.30
Floresville,TX,91.30,0.00,60.80,1.40,0.70
Floydada,TX,93.10,0.10,69.00,4.60,0.00
Forney,TX,80.30,0.20,15.80,13.40,1.50
Fort Stockton,TX,83.80,0.40,76.90,2.50,0.40
Fredericksburg,TX,89.70,3.20,31.60,0.00,0.00
Friona,TX,76.70,0.90,82.90,0.90,0.60
Fritch,TX,93.00,2.00,11.50,0.20,0.50
Gainesville,TX,85.90,1.00,32.10,5.90,1.60
Galveston,TX,70.30,0.50,29.90,21.90,3.20
Gatesville,TX,70.10,0.50,21.00,16.80,0.50
Giddings,TX,78.90,0.00,43.80,13.20,0.20
Gilmer,TX,62.20,0.00,13.90,25.10,0.00
Gonzales,TX,54.20,0.30,52.90,10.70,0.00
Graham,TX,95.10,0.50,21.10,1.80,0.80
Granbury,TX,94.30,0.50,15.20,0.80,1.30
Grand Saline,TX,94.50,0.40,27.10,1.40,0.00
Grangerland,TX,96.50,0.00,41.80,1.50,0.20
Granite Shoals,TX,94.30,0.80,37.00,0.00,0.00
Greenville,TX,62.90,0.70,26.00,14.10,0.90
Groesbeck,TX,77.80,0.50,19.70,14.00,1.30
Gun Barrel City,TX,96.00,0.50,6.10,1.80,0.00
Hallsville,TX,95.80,1.50,5.20,1.30,0.80
Hamilton,TX,95.10,0.50,10.80,0.90,0.40
Harlingen,TX,91.90,0.30,86.10,0.70,0.70
Haskell,TX,91.60,1.10,38.20,0.60,1.50
Hearne,TX,57.60,0.00,38.70,39.90,0.00
Hebbronville,TX,97.60,0.00,93.90,0.00,0.00
Hempstead,TX,28.30,0.80,27.00,55.90,0.00
Henderson,TX,69.90,0.20,21.20,25.30,1.00
Henrietta,TX,95.60,0.50,2.50,0.50,0.20
Hereford,TX,86.60,0.70,76.20,1.40,0.70
Highland Oaks,TX,70.30,0.00,81.30,0.00,0.00
Hillsboro,TX,75.00,1.20,38.80,17.80,0.80
Homesteads Addition,TX,87.70,0.50,63.40,0.40,0.30
Hondo,TX,87.60,0.10,63.90,0.80,0.00
Hooks,TX,81.70,0.70,7.70,15.20,0.30
Horseshoe Bay,TX,88.50,0.00,14.90,6.50,0.00
Houston,TX,62.60,0.40,39.00,18.70,8.60
Huntsville,TX,68.70,0.40,18.80,27.00,2.10
Ingleside--Aransas Pass,TX,88.00,0.80,46.20,3.20,1.20
Iowa Park,TX,94.50,0.70,7.30,0.00,0.00
Jacksboro,TX,87.50,0.20,26.60,8.10,0.00
Jacksonville,TX,71.30,0.20,38.80,21.40,0.00
Jasper,TX,41.80,0.00,5.70,51.40,2.00
Jones Creek,TX,79.20,1.10,34.70,13.90,1.20
Junction,TX,87.00,1.20,32.20,0.00,0.10
Justin,TX,94.60,1.00,7.90,1.20,0.80
Karnes City,TX,67.10,0.00,72.00,1.90,0.20
Kaufman,TX,87.80,0.00,38.70,4.30,0.00
Kenedy,TX,58.40,0.30,63.10,20.90,0.10
Kermit,TX,87.60,1.20,62.20,4.10,0.00
Kerrville,TX,90.30,0.80,28.60,2.30,1.20
Kilgore,TX,79.50,0.30,21.90,11.30,3.70
Killeen,TX,54.00,0.80,23.40,28.90,5.10
Kingsland,TX,95.70,0.00,10.80,0.10,1.10
Kingsville,TX,86.10,0.50,74.00,4.40,2.20
Krum,TX,91.00,1.10,25.00,0.40,0.30
Lago Vista,TX,90.70,0.60,10.10,3.00,1.20
La Grange,TX,84.30,0.00,30.20,7.90,2.60
Lake Conroe Eastshore,TX,94.40,0.00,13.90,1.50,1.70
Lake Conroe Northshore,TX,95.60,0.00,15.50,3.10,0.00
Lake Conroe Westshore,TX,89.20,0.60,10.30,4.80,1.30
Lake Jackson--Angleton,TX,80.30,0.80,38.10,9.30,1.30
Lamesa,TX,75.20,2.20,57.70,7.00,1.00
Lampasas,TX,87.40,0.00,26.60,3.40,3.00
Laredo,TX,95.10,0.20,95.40,0.40,0.60
Levelland,TX,86.60,1.50,52.40,4.90,0.40
Liberty,TX,74.40,1.60,21.60,17.10,0.00
Lindale--Hideaway,TX,92.10,0.00,3.50,5.40,1.00
Littlefield,TX,81.00,0.40,57.40,9.90,0.70
Livingston,TX,64.60,0.50,19.50,24.80,3.20
Llano,TX,77.90,5.70,27.80,0.70,0.00
Lockhart,TX,74.90,2.20,55.10,7.00,3.10
Longview,TX,73.50,0.30,18.30,21.40,1.20
Lubbock,TX,79.50,1.00,34.50,7.80,2.50
Lufkin,TX,69.40,0.60,26.70,22.10,1.60
Luling,TX,72.10,0.30,52.10,9.20,0.60
Lytle,TX,95.80,0.00,68.80,0.00,0.00
McAllen,TX,88.90,0.20,91.80,0.50,1.00
McGregor,TX,86.80,0.30,39.90,7.90,0.00
McKinney,TX,77.00,0.40,17.60,10.80,7.50
Madisonville,TX,70.20,0.40,27.30,20.00,2.70
Magnolia,TX,86.20,2.10,8.80,8.20,0.20
Malakoff,TX,66.10,0.10,10.90,29.20,0.50
Manor,TX,48.30,0.00,41.60,33.20,2.70
Marble Falls,TX,95.00,0.50,29.40,1.20,1.70
Marlin,TX,52.30,0.10,30.20,42.50,0.70
Marshall,TX,55.50,0.20,21.90,38.10,0.60
Mathis,TX,95.90,0.20,83.70,0.70,0.30
Mescalero Park,TX,95.70,0.00,17.70,1.20,0.00
Mexia,TX,59.70,0.20,31.20,34.00,0.20
Midland,TX,81.00,0.40,44.70,7.40,2.10
Mineola,TX,75.40,0.90,21.90,14.20,0.00
Mineral Wells,TX,87.40,0.50,26.60,4.80,1.20
Monahans,TX,81.40,2.60,53.70,7.50,0.30
Mont Belvieu,TX,94.60,0.60,3.70,4.20,0.00
Mount Pleasant,TX,63.20,1.10,55.90,13.50,1.40
Mount Vernon,TX,80.90,0.20,15.70,7.90,0.70
Muleshoe,TX,88.00,0.00,67.30,2.00,1.30
Nacogdoches,TX,65.90,0.60,20.80,27.00,2.80
Navasota,TX,69.50,1.00,38.80,23.10,0.00
Needville,TX,79.00,0.00,25.80,16.60,0.80
New Boston,TX,69.50,0.50,3.60,20.70,2.10
Nocona,TX,90.40,0.00,17.30,0.20,0.10
Odem,TX,95.40,0.20,83.20,0.40,0.00
Odessa,TX,82.10,0.50,57.60,4.30,1.20
Olney,TX,93.70,0.20,19.10,0.60,0.10
Onalaska,TX,94.50,0.20,3.80,3.50,0.70
Ozona,TX,33.50,0.00,75.30,1.30,0.00
Palacios,TX,71.10,0.00,58.90,3.60,8.90
Palestine,TX,64.20,0.30,21.40,25.10,0.90
Paloma Creek South--Paloma Creek,TX,62.50,0.30,9.70,23.20,2.10
Pampa,TX,85.30,1.90,31.30,2.90,0.50
Paris,TX,71.90,0.40,8.00,19.70,2.10
Pearsall,TX,69.90,0.10,81.70,2.80,0.80
Pecan Acres,TX,94.20,0.80,25.70,0.20,1.10
Pecan Plantation,TX,98.90,0.50,2.70,0.20,0.30
Pecos,TX,75.30,0.90,76.20,5.50,1.30
Perryton,TX,87.50,1.90,58.40,0.50,0.10
Pilot Point,TX,88.90,3.10,36.80,0.80,0.00
Pittsburg,TX,57.80,0.20,33.40,26.50,0.80
Plainview,TX,81.30,0.70,62.20,6.90,0.20
Pleasanton,TX,90.80,0.10,56.80,1.20,0.50
Port Arthur,TX,70.00,0.40,21.20,22.00,3.90
Port Isabel--Laguna Heights,TX,93.90,0.20,62.90,0.30,1.00
Port Lavaca,TX,82.80,0.10,60.30,4.30,6.50
Post,TX,84.60,0.30,63.30,5.10,0.30
Poteet,TX,95.10,1.90,91.00,0.00,0.00
Prairie View,TX,18.00,0.00,13.30,74.80,1.80
Premont,TX,88.90,1.90,89.60,0.30,0.00
Presidio,TX,88.80,0.40,90.50,0.00,5.80
Quitman,TX,89.60,0.40,4.80,4.90,0.00
Raymondville,TX,94.70,0.30,91.80,1.10,0.20
Refugio,TX,73.30,0.00,56.30,9.70,0.00
Rio Bravo--El Cenizo,TX,94.80,0.10,97.70,0.30,0.00
Rio Grande City--Roma,TX,94.90,0.00,99.50,0.10,0.00
Rio Hondo,TX,94.50,0.00,89.00,0.30,0.00
Robstown,TX,93.50,0.20,93.40,1.20,0.00
Rockdale,TX,72.50,0.00,38.60,14.10,0.90
Rockport,TX,85.90,0.50,28.70,1.90,2.70
Rusk,TX,70.30,0.40,13.80,26.10,0.00
San Angelo,TX,83.80,0.40,41.90,5.00,1.20
San Antonio,TX,79.20,0.60,58.00,7.70,2.80
San Diego,TX,90.30,0.00,94.00,0.10,0.00
Sanger,TX,89.20,0.00,18.30,7.10,0.20
San Marcos,TX,84.20,0.20,43.20,6.00,1.80
San Saba,TX,80.50,0.00,41.30,5.40,0.00
Schulenburg,TX,85.20,0.00,19.50,12.70,0.70
Sealy,TX,70.30,0.00,43.80,8.70,0.00
Seguin,TX,61.90,0.30,55.80,8.80,1.10
Seminole,TX,89.70,0.30,45.50,4.20,1.30
Shallowater,TX,89.80,2.40,29.40,1.00,0.00
Sherman,TX,82.20,1.30,16.70,8.90,1.90
Silsbee,TX,73.50,0.00,9.80,23.60,0.50
Sinton,TX,90.30,0.00,77.20,2.70,2.20
Slaton,TX,78.10,0.20,50.20,11.10,0.00
Smithville,TX,70.10,0.40,16.20,20.10,1.10
Snyder,TX,89.20,0.10,43.20,4.30,0.30
Sonora,TX,69.50,0.20,60.50,0.10,1.10
Spearman,TX,92.10,0.00,45.90,0.50,0.00
Springtown,TX,97.20,0.20,6.40,0.60,0.00
Stamford,TX,77.10,0.00,34.10,6.90,0.00
Stephenville,TX,89.30,1.90,20.40,3.00,0.50
Sullivan City,TX,98.70,0.00,97.90,0.00,0.00
Sulphur Springs,TX,77.10,0.40,17.40,12.90,0.90
Sunrise Shores,TX,99.80,0.00,2.50,0.10,0.00
Sweeny,TX,82.10,0.00,11.00,15.60,0.00
Sweetwater,TX,83.70,0.80,43.50,7.40,0.10
Taft,TX,88.90,0.10,81.10,1.40,0.30
Tahoka,TX,83.90,1.30,49.50,1.20,0.00
Taylor,TX,75.50,0.20,44.80,11.00,0.70
Teague,TX,81.80,0.00,19.30,13.80,0.50
Temple,TX,77.00,0.40,26.70,14.70,1.90
Terrell,TX,66.60,1.50,27.70,22.30,0.50
Texarkana--Texarkana,TX,59.20,0.90,7.10,34.50,1.00
Texas City,TX,72.80,0.50,27.40,19.90,1.10
Tornillo,TX,68.90,0.00,99.50,0.00,0.00
Trinity,TX,70.90,0.70,20.20,21.70,0.10
Tulia,TX,77.20,5.50,50.20,7.80,0.10
Tyler,TX,72.10,0.30,23.20,21.30,2.40
Uvalde,TX,87.20,1.30,81.90,0.30,1.60
Van,TX,95.00,0.00,3.70,0.70,0.00
Venus,TX,77.60,1.70,28.10,13.60,2.40
Vernon,TX,77.80,2.10,32.10,10.00,1.10
Victoria,TX,86.10,0.30,51.50,6.80,1.50
Waco,TX,72.50,0.60,30.10,17.80,2.00
Weatherford,TX,92.20,0.50,12.50,2.30,0.70
West,TX,93.30,0.00,6.50,5.00,0.20
West Columbia,TX,69.60,0.00,24.60,22.10,0.10
Weston Lakes,TX,92.40,0.10,7.70,2.70,3.00
West Tawakoni,TX,92.00,1.60,6.20,0.50,0.30
Wharton,TX,64.80,0.00,37.10,30.90,0.20
Whitesboro,TX,97.80,1.00,11.30,0.10,0.40
Wichita Falls,TX,76.30,1.00,20.50,10.80,2.80
Wills Point,TX,87.20,1.00,9.30,10.90,0.00
Winnie,TX,90.20,0.00,11.60,8.00,0.30
Winnsboro,TX,80.30,0.00,14.00,8.80,0.00
Winters,TX,93.40,2.00,50.70,1.40,0.00
Woodcreek,TX,94.60,0.00,10.70,0.00,1.80
Woodville,TX,69.20,0.00,8.70,26.10,0.30
Yoakum,TX,40.90,0.00,55.40,11.20,0.00
Zapata--Medina,TX,95.90,0.00,96.00,0.10,0.90
Beaver,UT,99.60,0.00,3.60,0.00,0.00
Blanding,UT,74.70,22.40,6.20,0.30,0.00
Castle Dale,UT,99.10,0.40,2.40,0.40,0.00
Cedar City,UT,90.00,3.00,9.60,0.40,0.70
Delta,UT,89.50,0.00,16.20,0.00,0.20
Eagle Mountain South,UT,96.60,0.20,9.80,0.70,0.00
Ephraim,UT,90.80,0.60,7.50,0.60,1.70
Grantsville,UT,91.00,0.40,5.20,0.30,3.60
Gunnison,UT,69.50,3.00,22.70,4.00,1.70
Heber,UT,95.00,0.20,13.30,0.00,1.60
Hurricane,UT,93.00,2.40,9.10,0.60,1.10
Kamas,UT,97.50,0.00,23.00,1.00,0.20
Kanab,UT,93.20,2.50,1.50,0.00,1.20
Logan,UT,89.20,0.50,11.20,0.90,2.70
Manti,UT,95.80,0.40,2.00,0.50,0.90
Moab,UT,97.00,1.50,13.10,0.20,0.50
Morgan,UT,97.40,0.40,5.80,0.00,0.90
Mount Pleasant,UT,94.20,0.70,4.60,0.60,1.50
Nephi,UT,92.50,0.40,6.10,0.20,0.30
Ogden--Layton,UT,89.60,0.60,12.90,1.20,2.00
Park City,UT,94.70,0.30,12.70,0.20,2.40
Parowan,UT,95.80,2.70,5.70,0.10,0.50
Price,UT,90.40,1.10,15.40,0.90,0.70
Provo--Orem,UT,91.70,0.50,11.70,0.60,2.40
Richfield,UT,93.30,3.00,4.80,0.80,0.00
Roosevelt,UT,83.60,6.20,11.70,0.50,2.00
St. George,UT,89.10,1.40,11.50,0.80,1.70
Salt Lake City--West Valley City,UT,80.00,0.80,18.00,1.70,5.40
Santaquin,UT,96.50,0.10,13.60,0.40,0.50
Stansbury Park,UT,95.70,0.00,6.00,0.60,2.00
Summit Park,UT,94.60,0.40,12.30,0.30,2.50
Tooele,UT,88.10,1.30,14.30,0.60,0.70
Tremonton,UT,88.90,0.80,14.20,1.40,2.40
Vernal,UT,92.50,2.20,10.80,0.90,0.30
Altavista,VA,64.80,0.00,2.70,30.10,1.00
Bealeton,VA,80.40,0.50,22.20,7.70,0.50
Bedford,VA,74.40,0.00,0.20,24.00,0.30
Berryville,VA,84.60,0.00,7.00,8.40,2.00
Big Stone Gap,VA,85.50,0.00,0.90,12.40,0.20
Blacksburg,VA,83.40,0.30,3.40,6.30,6.80
Blackstone,VA,43.20,0.00,5.50,56.70,0.20
Broadway,VA,94.20,0.00,7.70,1.50,1.20
Buena Vista,VA,89.10,0.00,0.70,2.50,7.30
Charlottesville,VA,72.00,0.20,6.70,15.70,7.80
Chase City,VA,38.30,0.20,0.00,60.30,0.00
Clifton Forge,VA,82.00,0.00,3.40,13.00,0.10
Coeburn,VA,99.30,0.00,0.70,0.20,0.00
Colonial Beach,VA,85.50,1.40,8.10,3.80,1.40
Covington,VA,85.90,0.00,1.80,10.70,1.30
Crewe,VA,55.30,0.30,3.50,41.50,0.70
Crozet,VA,91.10,0.00,0.80,2.50,4.00
Culpeper,VA,66.70,0.20,15.50,20.10,2.20
Dahlgren,VA,55.50,0.50,6.40,37.70,0.80
Danville,VA,49.70,0.10,3.20,45.50,1.10
Elkton,VA,88.30,1.10,9.40,6.70,1.30
Emporia,VA,33.70,0.10,5.00,63.60,0.20
Farmville,VA,68.10,0.30,6.50,23.50,2.10
Franklin,VA,36.10,0.00,0.70,59.90,0.30
Fredericksburg,VA,68.70,0.40,10.00,18.90,3.10
Front Royal,VA,85.00,0.50,6.10,6.10,1.90
Galax,VA,88.90,0.10,15.00,6.40,0.10
Gloucester Courthouse,VA,86.00,0.00,4.00,11.00,0.80
Grottoes,VA,94.00,0.00,6.30,1.90,0.50
Harrisonburg,VA,84.20,0.10,17.00,6.40,3.40
King George,VA,77.20,0.30,5.60,19.40,0.70
Lake Land'Or,VA,80.50,0.70,4.20,18.70,0.00
Lake Monticello,VA,86.50,0.00,1.00,7.20,1.60
Lake of the Woods,VA,86.60,0.00,4.50,7.30,0.60
Lawrenceville,VA,28.40,0.00,4.70,66.60,0.50
Lebanon,VA,97.40,0.00,4.60,1.20,0.40
Lexington,VA,85.10,0.00,4.10,8.50,4.10
Luray,VA,93.00,0.10,0.10,3.70,2.40
Lynchburg,VA,71.20,0.20,3.50,22.00,2.90
Marion,VA,88.50,0.00,2.00,8.20,1.20
Martinsville,VA,64.80,0.10,5.40,29.10,0.50
Narrows,VA,97.70,0.10,1.70,0.90,1.00
Norton--Wise,VA,93.20,0.20,0.50,3.00,2.30
Orange,VA,72.10,0.00,7.90,20.90,1.70
Pearisburg,VA,90.70,0.00,2.40,9.30,0.00
Pulaski,VA,90.80,0.00,2.40,5.00,0.90
Purcellville,VA,86.90,0.40,6.40,4.60,4.10
Richlands,VA,96.50,0.20,0.30,1.70,0.20
Richmond,VA,58.00,0.30,6.70,32.30,4.40
Roanoke,VA,76.60,0.20,4.50,16.40,3.00
Rocky Mount,VA,68.70,0.00,6.10,23.60,0.00
Ruckersville,VA,80.50,0.50,12.10,8.90,2.80
Smithfield,VA,73.10,0.80,4.00,21.50,0.50
South Boston,VA,45.00,0.20,2.20,50.40,1.50
South Hill,VA,51.50,0.70,4.10,42.80,0.00
Staunton--Waynesboro,VA,84.00,0.50,4.70,10.80,1.00
Strasburg,VA,93.60,0.00,6.60,1.20,0.50
Stuarts Draft,VA,93.20,1.00,3.60,3.00,0.20
Tappahannock,VA,48.70,0.00,1.40,50.20,0.60
Tazewell,VA,87.40,0.00,0.20,10.30,0.50
Twin Lakes,VA,86.20,0.00,0.20,6.90,0.00
Virginia Beach,VA,56.30,0.30,6.90,33.20,4.20
West Point,VA,89.10,0.00,2.30,5.70,3.10
Weyers Cave,VA,97.80,0.00,10.70,1.60,0.00
Williamsburg,VA,78.60,0.20,5.70,13.70,3.50
Winchester,VA,85.30,0.20,12.40,7.20,2.10
Woodstock,VA,93.10,0.00,9.40,2.30,2.80
Wytheville,VA,85.20,0.10,1.80,9.30,2.00
Barre--Montpelier,VT,95.80,0.10,2.20,1.60,0.60
Bellows Falls,VT,95.40,0.10,1.60,1.30,0.30
Bennington,VT,94.20,0.20,2.30,1.40,0.90
Brattleboro,VT,91.00,0.00,3.40,1.00,3.00
Burlington,VT,88.60,0.40,2.80,3.50,4.90
Fair Haven,VT,95.60,0.30,2.10,0.50,2.20
Lyndonville,VT,95.30,0.10,0.20,3.00,0.70
Middlebury,VT,86.50,0.00,5.50,2.30,6.90
Milton,VT,97.50,0.00,0.00,0.20,0.70
Newport,VT,97.90,0.10,0.10,0.60,0.00
Northfield,VT,95.00,0.30,4.60,2.00,0.50
Rutland,VT,95.90,0.00,1.70,1.20,1.70
St. Albans,VT,91.10,0.00,1.50,1.80,1.20
St. Johnsbury,VT,98.10,0.00,2.70,0.00,1.30
Springfield,VT,94.00,0.80,1.20,1.00,0.20
Swanton,VT,95.70,0.80,1.30,0.00,0.00
Vergennes,VT,98.90,0.00,1.00,0.60,0.00
Waterbury,VT,96.20,0.20,2.70,0.00,0.90
Windsor,VT,90.30,0.40,2.00,4.60,1.10
Aberdeen,WA,88.60,4.40,13.80,0.30,1.70
Anacortes,WA,92.50,0.80,4.00,0.50,2.60
Belfair,WA,90.50,0.60,16.00,1.10,0.30
Bellingham,WA,83.80,1.60,8.70,1.30,5.60
Benton City,WA,83.10,1.90,23.50,0.30,0.40
Birch Bay,WA,87.80,0.70,3.60,0.80,5.70
Bremerton,WA,80.20,0.90,8.00,3.00,6.30
Camano,WA,91.70,0.10,9.90,0.20,1.30
Camano North,WA,98.00,0.30,1.70,0.00,0.80
Cashmere,WA,93.40,0.40,25.30,0.20,2.00
Castle Rock,WA,88.40,0.70,3.10,0.00,0.90
Centralia,WA,88.80,0.80,16.20,0.90,1.90
Chelan,WA,86.10,0.00,40.20,0.00,0.60
Cheney,WA,84.90,1.00,9.80,4.80,3.60
Clearwood,WA,87.30,0.00,16.00,1.40,1.90
Cle Elum,WA,91.90,0.10,5.30,0.00,0.20
Colfax,WA,96.20,0.20,1.90,1.30,1.30
Colville,WA,91.60,0.00,6.30,0.30,2.00
Connell,WA,65.10,2.10,44.30,6.00,4.00
Dayton,WA,89.40,0.50,9.50,0.80,3.50
Deer Park,WA,94.70,1.30,5.50,0.50,0.00
Eatonville,WA,89.90,0.00,7.20,0.20,1.40
Ellensburg,WA,85.80,0.30,11.60,1.80,3.10
Ephrata,WA,80.50,0.40,19.60,0.00,2.80
Everson,WA,69.60,7.80,30.00,0.30,0.90
Forks,WA,88.20,3.50,21.00,4.30,0.10
Goldendale,WA,94.70,1.40,3.80,0.20,1.40
Grandview,WA,79.00,0.90,67.00,0.60,0.10
Granger,WA,81.70,1.60,88.60,1.60,0.00
Granite Falls,WA,92.20,0.00,2.40,0.70,0.00
Indianola,WA,88.80,1.20,5.00,0.20,1.60
Kalama,WA,94.10,0.70,6.70,0.00,0.00
Kennewick--Pasco,WA,77.50,0.70,30.20,1.90,2.90
La Center,WA,89.30,1.50,6.30,1.90,2.30
La Conner,WA,84.50,11.30,4.20,0.20,1.20
Leavenworth,WA,92.60,1.20,8.20,0.00,1.70
Longview,WA,88.00,1.50,10.70,1.10,2.00
Lynden,WA,90.40,0.10,9.10,0.30,2.90
Mabton,WA,89.90,0.00,93.70,0.00,1.70
Marysville,WA,85.40,1.20,9.90,0.90,5.20
Mattawa,WA,42.00,0.00,97.50,0.00,0.20
Medical Lake,WA,85.90,0.60,3.70,0.30,3.30
Montesano--Elma,WA,94.20,1.50,11.70,0.50,0.00
Moses Lake,WA,73.30,1.20,31.90,1.50,2.00
Mount Vernon,WA,75.80,1.50,27.30,1.30,2.60
Newport,WA,89.60,1.90,6.80,0.20,0.20
